fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,tmax,dir,velmedia,racha,hr_media,hr_max,hr_min,station_id,year_req,sol,pres_max,hora_pres_max,pres_min,hora_pres_min
2020-01-14,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.4,0,16.3,22.4,14,2.2,9.4,51,76,33,C659M,2020,,1020.3,11,1017.5,05
2020-01-15,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.2,0,14.9,21.5,12,1.7,7.2,51,56,34,C659M,2020,,1022.2,23,1018.8,05
2020-01-16,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18,0,14.5,21.6,11,1.4,6.1,54,61,32,C659M,2020,,1026.5,24,1021.3,04
2020-01-17,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.8,0,14.6,21.1,17,1.9,7.5,56,63,34,C659M,2020,,1028.5,12,1025.3,18
2020-01-18,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.2,0,15.1,21.4,13,1.7,6.7,62,78,40,C659M,2020,,1028.9,11,1025.1,19
2020-01-19,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.6,0,15.9,21.3,1,1.4,5.3,66,92,43,C659M,2020,,1026.3,00,1020.1,24
2020-01-20,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18,0.3,15.4,20.5,1,3.3,8.9,59,92,47,C659M,2020,,1020.1,00,1013.6,15
2020-01-21,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.4,0,15.5,19.2,34,2.2,8.6,54,76,47,C659M,2020,,1015.8,23,1012.6,05
2020-01-22,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.2,0,14.5,19.9,33,1.7,5.3,58,67,38,C659M,2020,,1017.1,23,1014.7,06
2020-01-23,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.2,0,14.6,19.9,35,1.7,5,56,67,41,C659M,2020,,1018.8,23,1015.3,06
2020-01-24,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18,0,14.6,21.4,99,1.9,5.8,56,68,41,C659M,2020,,1020,23,1017,16
2020-01-25,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.5,0,16.3,20.7,1,2.8,7.2,65,72,54,C659M,2020,,1023.2,24,1018.7,05
2020-01-26,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.6,0,16.3,20.8,8,1.4,4.2,66,73,55,C659M,2020,,1024.6,12,1021.6,18
2020-01-27,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18,0,15.8,20.1,8,1.4,5.3,67,73,56,C659M,2020,,1023.8,11,1020.4,16
2020-01-28,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.5,0,15.7,21.3,13,1.7,4.4,70,82,59,C659M,2020,,1022.2,00,1018.6,Varias
2020-01-29,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.4,0,15.9,22.9,16,1.1,7.2,57,79,29,C659M,2020,,1021.4,21,1018.1,05
2020-01-30,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.3,0,17.5,23.1,17,1.7,8.1,56,71,23,C659M,2020,,1023.3,24,1020.8,05
2020-01-31,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.2,0,17.4,25,16,1.4,7.5,25,51,18,C659M,2020,,1024.2,11,1021.3,17
2020-02-01,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.8,0,17.3,24.3,99,1.1,3.9,59,86,23,C659M,2020,,1023.4,Varias,1020.2,Varias
2020-02-02,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.2,0,16.3,24.2,18,1.7,7.5,78,91,30,C659M,2020,,1021.4,00,1018.8,Varias
2020-02-03,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.4,0,18.6,24.1,14,1.9,7.8,42,50,21,C659M,2020,,1020.6,00,1017.6,16
2020-02-04,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,22.6,0,19.8,25.4,16,3.1,11.1,36,60,28,C659M,2020,,1020.1,11,1016.1,17
2020-02-05,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,22.6,0,18.9,26.4,18,2.5,8.9,56,90,25,C659M,2020,,1018.4,22,1015.4,05
2020-02-06,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.9,0,18.1,21.7,31,2.5,6.4,75,90,66,C659M,2020,,1022.1,24,1016.7,Varias
2020-02-07,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.8,0,18.2,21.5,4,1.4,5,82,90,73,C659M,2020,,1025,23,1021.1,Varias
2020-02-08,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.8,0,17.9,21.6,32,1.4,5.6,72,82,62,C659M,2020,,1027.2,11,1023.2,03
2020-02-09,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.6,1.2,18,21.2,34,2.5,7.2,81,96,74,C659M,2020,,1027,11,1024.6,15
2020-02-10,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.8,0,18.4,21.1,3,1.7,5.8,82,90,72,C659M,2020,,1027.5,11,1024.1,16
2020-02-11,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.1,0,17.3,22.9,32,1.1,4.2,71,87,63,C659M,2020,,1025.6,Varias,1021.3,18
2020-02-12,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.2,0,17.3,23.2,15,1.4,6.7,61,86,47,C659M,2020,,1022.4,10,1019.3,16
2020-02-13,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.7,0,17.4,26,99,1.1,6.9,59,83,21,C659M,2020,,1021.5,11,1018.7,17
2020-02-14,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21,0,18.6,23.3,18,1.9,6.7,57,94,18,C659M,2020,,1021.9,23,1017.6,05
2020-02-15,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.1,0,17.1,21.1,7,0.8,4.7,80,94,71,C659M,2020,,1023.4,22,1019.8,05
2020-02-16,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20,0,18.2,21.7,34,1.1,5,76,86,69,C659M,2020,,1024.1,24,1021.5,Varias
2020-02-17,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20,0,18.4,21.6,36,1.7,5.3,81,87,73,C659M,2020,,1025.7,11,1023,Varias
2020-02-18,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.4,0,18.1,20.7,3,1.7,6.4,76,88,63,C659M,2020,,1026,11,1022.9,16
2020-02-19,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.2,0,17.8,20.5,3,1.7,5.8,71,78,66,C659M,2020,,1023.8,00,1019.4,17
2020-02-20,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.3,0,17.4,21.2,99,1.4,6.7,63,71,51,C659M,2020,,1020.9,10,1017.4,19
2020-02-21,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.8,0,17,20.7,32,2.5,7.2,57,68,49,C659M,2020,,1019,00,1015.3,17
2020-02-22,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.8,0,16.5,25,12,1.4,10.3,53,76,28,C659M,2020,,1017.6,00,1012.8,19
2020-02-23,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,23.4,0,20.8,26.1,16,2.5,12.2,34,62,29,C659M,2020,,1017.3,11,1014.1,04
2020-02-24,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,24,0,20.4,27.7,12,1.7,10.6,48,77,25,C659M,2020,,1022.8,Varias,1016.7,01
2020-02-25,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,22.5,0,19.1,25.9,18,1.9,6.9,46,82,31,C659M,2020,,1023,22,1020.5,17
2020-02-26,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.6,0.1,18,21.3,4,1.7,6.1,75,90,65,C659M,2020,,1023.3,11,1020,17
2020-02-27,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.9,0,17,20.8,34,1.4,5.3,79,93,60,C659M,2020,,1021,10,1017.8,16
2020-02-28,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.7,0,17.9,21.5,31,2.8,7.2,65,74,57,C659M,2020,,1021.7,24,1017.6,05
2020-02-29,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.4,0,17.7,21.2,99,1.7,6.7,71,81,64,C659M,2020,,1022.9,23,1020.1,Varias
2020-03-01,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.4,0,17.4,21.5,32,1.9,5.8,74,84,66,C659M,2020,,1022.6,24,1019.7,15
2020-03-02,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.2,0,18.3,22,32,2.5,6.9,78,83,69,C659M,2020,,1023.4,11,1020.7,05
2020-03-03,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.4,0,18.5,22.3,99,1.4,5.3,76,88,67,C659M,2020,,1023.5,10,1020.5,05
2020-03-04,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.3,0,17.9,22.7,32,1.7,5.6,82,91,73,C659M,2020,,1022.5,00,1018.8,16
2020-03-05,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.2,1.1,18,20.5,34,1.4,6.1,80,88,69,C659M,2020,,1023.6,23,1019.3,05
2020-03-06,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.3,0,16.7,19.9,1,1.9,7.8,70,99,61,C659M,2020,,1023.7,11,1020,19
2020-03-07,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.4,0,17.5,21.3,2,1.7,6.7,68,78,60,C659M,2020,,1020.3,00,1015.9,17
2020-03-08,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.2,0,18.1,22.2,32,1.7,6.1,83,93,73,C659M,2020,,1020.9,24,1016.2,05
2020-03-09,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.8,0,17.6,21.9,34,1.7,4.7,87,92,77,C659M,2020,,1022.8,10,1019.3,05
2020-03-10,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.6,0,17.2,22.1,7,1.7,4.7,83,91,74,C659M,2020,,1020.5,00,1016.9,17
2020-03-11,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.6,0,17.1,22.1,99,1.7,5,90,99,82,C659M,2020,,1017.8,00,1015,Varias
2020-03-12,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.7,0,17.1,22.3,33,1.4,5,91,97,74,C659M,2020,,1017.8,23,1014.8,05
2020-03-13,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.5,0,18.2,20.8,31,1.1,5.6,76,89,71,C659M,2020,,1019.3,Varias,1016.7,04
2020-03-14,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.5,0,17.8,21.2,35,1.9,6.7,69,85,51,C659M,2020,,1018.6,00,1015.7,18
2020-03-15,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.4,0,15.9,20.8,36,3.1,9.7,67,88,55,C659M,2020,,1018.1,24,1015.3,05
2020-03-16,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.6,0.2,17.3,21.8,35,2.8,8.9,69,81,47,C659M,2020,,1019.7,11,1016.8,04
2020-03-17,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.1,0.3,14.8,19.4,35,2.5,10.6,73,91,54,C659M,2020,,1019.5,10,1016.8,16
2020-03-18,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.8,0.9,14.8,20.7,34,3.9,12.5,66,90,53,C659M,2020,,1018,00,1014.4,18
2020-03-19,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.3,0.2,17.4,21.2,32,4.2,13.9,74,88,55,C659M,2020,,1017.5,22,1013.7,04
2020-03-20,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.2,0.4,17.1,21.2,33,3.3,9.2,71,91,57,C659M,2020,,1019.4,22,1014.9,05
2020-03-21,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.1,0.9,16.1,20.1,36,2.2,10.3,54,86,43,C659M,2020,,1020.4,11,1017,17
2020-03-22,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18,2.4,15,21.1,32,3.9,12.2,72,92,51,C659M,2020,,1017.5,00,1009,24
2020-03-23,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,17.2,8.2,14.5,19.9,32,5,15,72,91,62,C659M,2020,,1013.2,24,1005.7,05
2020-03-24,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19,0,16.8,21.3,33,4.2,9.7,75,88,61,C659M,2020,,1015.6,Varias,1012.1,04
2020-03-25,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.1,0,17.4,20.8,35,1.4,5.3,69,77,65,C659M,2020,,1015.9,10,1013.5,04
2020-03-26,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.5,0,16,21,7,1.9,4.4,71,77,62,C659M,2020,,1014.8,00,1011.4,17
2020-03-27,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.3,14.3,15.5,21.1,31,1.9,8.9,76,99,64,C659M,2020,,1013.5,23,1010.4,05
2020-03-28,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19,0,16.6,21.5,29,2.5,7.8,75,93,59,C659M,2020,,1017.9,23,1012.1,03
2020-03-29,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.2,0,15.6,20.9,7,1.4,3.9,72,80,65,C659M,2020,,1017.8,00,1015.1,20
2020-03-30,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,18.8,0,16.5,21.2,8,1.1,4.7,77,83,66,C659M,2020,,1015.7,00,1010.9,18
2020-03-31,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.8,0,17.2,22.3,33,1.1,5.3,76,86,65,C659M,2020,,1014.7,23,1010,05
2020-04-01,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.8,0,17.9,21.8,8,1.4,5,74,86,65,C659M,2020,,1015.8,22,1013.1,04
2020-04-02,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.2,0,17.3,21.2,7,1.7,5.6,74,81,66,C659M,2020,,1016.3,11,1013,18
2020-04-03,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.4,0,16.6,22.2,13,1.4,6.4,73,85,65,C659M,2020,,1013.6,00,1007.1,17
2020-04-04,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.9,0,17.9,23.9,33,1.7,7.8,76,88,58,C659M,2020,,1014.2,24,1007,06
2020-04-05,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.2,0,18.3,24,34,0.8,4.7,72,92,63,C659M,2020,,1018.9,23,1012.6,04
2020-04-06,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.8,0,19.8,23.7,99,2.8,6.7,78,94,70,C659M,2020,,1020.3,11,1016.9,05
2020-04-07,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.4,0,19.4,23.3,35,2.2,6.1,84,93,73,C659M,2020,,1020.1,00,1016.8,17
2020-04-08,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.6,0,19.7,23.4,30,2.8,7.5,85,92,75,C659M,2020,,1019.2,00,1016.3,Varias
2020-04-09,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.2,0,19.8,22.6,99,2.2,6.1,83,92,77,C659M,2020,,1019.5,12,1016.3,05
2020-04-10,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.6,0,20,23.1,30,1.7,6.7,81,97,65,C659M,2020,,1019.3,11,1016.9,Varias
2020-04-11,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.9,0,19.1,22.7,36,2.2,8.1,74,88,64,C659M,2020,,1019,00,1016.2,17
2020-04-12,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20,1.6,17.7,22.3,35,3.1,8.1,70,96,61,C659M,2020,,1017.5,11,1014.9,16
2020-04-13,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.6,0,18.4,22.8,99,3.1,7.8,71,81,61,C659M,2020,,1016.2,00,1011.5,17
2020-04-14,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.2,0,17.1,23.4,31,2.2,7.5,72,82,55,C659M,2020,,1012.6,00,1009.1,16
2020-04-15,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.6,0,18.8,22.5,33,1.4,6.1,75,83,62,C659M,2020,,1014.3,23,1010.3,03
2020-04-16,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.7,0,17.7,23.7,33,1.9,6.4,62,81,54,C659M,2020,,1015.1,Varias,1012.9,04
2020-04-17,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.6,0,17.7,23.6,7,1.9,4.7,68,78,56,C659M,2020,,1014.6,00,1011.7,Varias
2020-04-18,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20,2,17.2,22.7,34,3.3,13.1,68,88,55,C659M,2020,,1016.8,24,1010.7,04
2020-04-19,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.2,0,18,22.3,32,2.8,8.3,65,86,55,C659M,2020,,1020,23,1015.6,03
2020-04-20,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.6,0,18.6,22.5,34,3.9,9.2,68,85,57,C659M,2020,,1021.6,11,1018.1,03
2020-04-21,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.4,0,18.5,22.3,35,2.2,8.6,59,80,47,C659M,2020,,1020.6,Varias,1018.1,17
2020-04-22,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.4,0.7,17.9,20.8,33,3.1,7.5,58,77,50,C659M,2020,,1019,00,1013.9,Varias
2020-04-23,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.4,0.1,16.5,22.2,8,1.4,6.4,76,91,65,C659M,2020,,1014.2,00,1011.3,16
2020-04-24,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.2,0.2,18.2,22.3,33,3.3,8.6,64,76,57,C659M,2020,,1016.7,23,1012.1,05
2020-04-25,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20,0,17.4,22.5,1,3.3,8.3,65,86,56,C659M,2020,,1017.7,12,1015.2,Varias
2020-04-26,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,19.6,0,17.1,22.2,31,2.5,6.9,64,76,50,C659M,2020,,1017.2,00,1014.5,18
2020-04-27,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.6,0.5,17.8,23.3,32,2.8,7.8,69,92,60,C659M,2020,,1018.3,22,1015,05
2020-04-28,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.8,0.2,18.5,23.1,33,2.2,7.5,74,89,60,C659M,2020,,1020.8,24,1016.1,Varias
2020-04-29,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.8,0,18.6,23.1,33,2.2,6.7,67,80,59,C659M,2020,,1022.9,23,1018.7,05
2020-04-30,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.5,0,18.5,22.5,32,2.8,8.9,70,78,63,C659M,2020,,1022.9,11,1020.2,04
2020-05-01,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.3,0,19.3,23.3,36,1.4,5.3,73,86,65,C659M,2020,,1022.6,00,1018.3,17
2020-05-02,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.8,0,18.7,22.8,30,1.4,5.8,79,90,72,C659M,2020,,1019.9,00,1012.8,19
2020-05-03,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.2,0,18.6,23.8,34,1.7,7.5,78,89,72,C659M,2020,,1013.2,00,1009.7,19
2020-05-04,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,22.1,0,20,24.2,33,1.7,6.7,80,88,67,C659M,2020,,1016.4,23,1011.5,04
2020-05-05,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.8,0,19.7,23.8,35,1.7,7.2,63,79,53,C659M,2020,,1017.4,23,1014,05
2020-05-06,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.3,0,19.3,23.3,34,1.7,5.8,72,79,66,C659M,2020,,1017,00,1013,18
2020-05-07,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.2,0,19.2,23.2,34,2.8,8.1,71,81,61,C659M,2020,,1016.5,24,1012.7,05
2020-05-08,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.4,0,19.2,23.7,32,2.8,7.8,73,78,65,C659M,2020,,1017.2,Varias,1014.7,05
2020-05-09,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.7,0,19.8,23.6,33,3.3,10.3,77,82,69,C659M,2020,,1017.7,12,1015.8,17
2020-05-10,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.8,0,19.8,23.7,34,4.2,10.6,72,84,61,C659M,2020,,1017.8,10,1016,16
2020-05-11,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,22.1,0,20.1,24.1,32,4.2,10.3,75,92,64,C659M,2020,,1016.9,00,1014.8,06
2020-05-12,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.5,0,19.3,23.7,34,4.2,11.1,68,84,56,C659M,2020,,1016.5,11,1013.9,19
2020-05-13,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,22.2,0,19.2,25.1,35,4.4,11.7,69,90,44,C659M,2020,,1016.8,22,1012.9,06
2020-05-14,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21,0,19.3,22.8,34,5.3,12.5,62,72,48,C659M,2020,,1017.6,24,1014.2,05
2020-05-15,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21,0,18.9,23.2,33,4.4,11.4,66,77,51,C659M,2020,,1019,11,1016.3,06
2020-05-16,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.9,0,18.9,22.9,36,3.1,8.6,55,76,43,C659M,2020,,1019.1,23,1016.8,05
2020-05-17,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.4,0,19.1,21.8,1,1.7,6.4,70,81,59,C659M,2020,,1019.2,11,1016.7,06
2020-05-18,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,20.8,0,18.9,22.6,35,2.5,7.5,75,92,62,C659M,2020,,1018.6,00,1015.3,19
2020-05-19,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,21.9,0,19.5,24.3,99,3.1,8.6,80,94,66,C659M,2020,,1016.6,Varias,1014.1,05
2020-05-20,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,,0,,,35,2.5,7.5,,,,C659M,2020,,1019.4,23,1014.2,05
2020-05-21,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,,0,,,99,3.3,8.3,,,,C659M,2020,,1020.1,23,1017.1,05
2020-05-22,C659M,"LAS PALMAS DE GRAN CANARIA, PL. DE LA FERIA",LAS PALMAS,15,,0,,,33,3.1,9.2,,,,C659M,2020,,1020.1,11,1017.2,18
