indicativo,nombre,island,year,n_days,n_temp,n_prec,pct_temp,pct_prec,tmed_annual,tmin_annual,tmax_annual,prec_annual,tropical_nights_annual,equatorial_nights_annual,torrid_nights_annual,warm_days_30,warm_days_35,use_for_annual,baseline_tmed,baseline_tmin,baseline_tmax,anom_tmed,anom_tmin,anom_tmax
C019V,YAIZA PLAYA BLANCA,Lanzarote,2022,365,365,361,1,0.989041095890411,21.476438356164383,18.55041095890411,24.40219178082192,65.8,133,0,0,13,1,TRUE,21.19445879412735,18.333869158157032,24.057254342365912,0.28197956203703356,0.21654180074707696,0.34493743845600733
C019V,YAIZA PLAYA BLANCA,Lanzarote,2023,365,364,364,0.9972602739726028,0.9972602739726028,22.065934065934066,18.967582417582417,25.158516483516483,35.6,158,3,0,33,3,TRUE,21.19445879412735,18.333869158157032,24.057254342365912,0.871475271806716,0.6337132594253845,1.1012621411505705
C019V,YAIZA PLAYA BLANCA,Lanzarote,2024,366,366,366,1,1,21.715573770491805,18.90273224043716,24.5327868852459,27.6,134,1,0,6,0,TRUE,21.19445879412735,18.333869158157032,24.057254342365912,0.5211149763644549,0.5688630822801279,0.47553254287998925
C019V,YAIZA PLAYA BLANCA,Lanzarote,2025,365,365,364,1,0.9972602739726028,21.194520547945206,18.385479452054796,24.01287671232877,84.2,132,0,0,11,3,TRUE,21.19445879412735,18.333869158157032,24.057254342365912,6.1753817856669e-5,0.05161029389776317,-0.044377630037143234
C029O,LANZAROTE AEROPUERTO,Lanzarote,2015,365,365,365,1,1,21.93178082191781,17.78109589041096,26.076712328767123,63.8,112,1,0,59,8,TRUE,21.84935532137765,17.648300982261752,26.048336896056107,0.08242550054015751,0.1327949081492079,0.028375432711015947
C029O,LANZAROTE AEROPUERTO,Lanzarote,2016,366,362,366,0.9890710382513661,1,21.646408839779006,17.522099447513813,25.76795580110497,127.8,99,1,0,48,7,TRUE,21.84935532137765,17.648300982261752,26.048336896056107,-0.20294648159864437,-0.12620153474793838,-0.28038109495113517
C029O,LANZAROTE AEROPUERTO,Lanzarote,2017,365,365,365,1,1,21.96876712328767,17.702739726027396,26.23095890410959,49.5,116,2,0,52,9,TRUE,21.84935532137765,17.648300982261752,26.048336896056107,0.11941180191001877,0.05443874376564395,0.18262200805348172
C029O,LANZAROTE AEROPUERTO,Lanzarote,2018,365,363,365,0.9945205479452055,1,20.866666666666667,16.87823691460055,24.85123966942149,143,85,0,0,22,2,TRUE,21.84935532137765,17.648300982261752,26.048336896056107,-0.9826886547109837,-0.7700640676612025,-1.197097226634618
C029O,LANZAROTE AEROPUERTO,Lanzarote,2019,365,364,365,0.9972602739726028,1,21.317857142857143,17.12087912087912,25.51868131868132,52.3,87,0,0,32,4,TRUE,21.84935532137765,17.648300982261752,26.048336896056107,-0.5314981785205077,-0.5274218613826314,-0.5296555773747862
C029O,LANZAROTE AEROPUERTO,Lanzarote,2020,366,362,366,0.9890710382513661,1,21.950828729281767,17.63342541436464,26.26767955801105,67.2,114,0,0,49,4,TRUE,21.84935532137765,17.648300982261752,26.048336896056107,0.10147340790411619,-0.014875567897110642,0.21934266195494345
C029O,LANZAROTE AEROPUERTO,Lanzarote,2021,365,363,365,0.9945205479452055,1,21.492011019283748,17.066391184573003,25.91129476584022,80.2,77,1,0,42,8,TRUE,21.84935532137765,17.648300982261752,26.048336896056107,-0.3573443020939031,-0.5819097976887484,-0.1370421302158853
C029O,LANZAROTE AEROPUERTO,Lanzarote,2022,365,361,365,0.989041095890411,1,22.169252077562327,17.83656509695291,26.500831024930747,115.8,100,0,0,57,4,TRUE,21.84935532137765,17.648300982261752,26.048336896056107,0.3198967561846757,0.1882641146911581,0.45249412887464047
C029O,LANZAROTE AEROPUERTO,Lanzarote,2023,365,364,365,0.9972602739726028,1,22.70576923076923,18.40164835164835,27.014285714285716,39.5,141,3,0,87,13,TRUE,21.84935532137765,17.648300982261752,26.048336896056107,0.8564139093915806,0.7533473693865993,0.9659488182296094
C029O,LANZAROTE AEROPUERTO,Lanzarote,2024,366,366,366,1,1,22.34808743169399,18.29617486338798,26.395628415300546,44.7,102,0,0,35,1,TRUE,21.84935532137765,17.648300982261752,26.048336896056107,0.49873211031633957,0.6478738811262268,0.3472915192444397
C029O,LANZAROTE AEROPUERTO,Lanzarote,2025,365,365,365,1,1,21.945479452054794,17.892054794520547,25.996438356164383,82.5,116,5,0,44,6,TRUE,21.84935532137765,17.648300982261752,26.048336896056107,0.09612413067714343,0.24375381225879522,-0.05189853989172377
